ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.5873491578253435,0.6185165107674392,0.3862978779130765,0.568199396795074,0.6473474415473474,0.2929854541972319,0.654521567493563,0.7950293417620221,0.6301147622237924,0
0.643653933181897,0.4952444473197588,0.31438058454681167,0.4393040522593466,0.5145453712144609,0.3566846378146357,0.37724795919640736,0.20291434479028328,0.520358030988992,0
0.38893354284593695,0.5219641616601641,0.5061223807381009,0.5243635132180062,0.5615373753170179,0.14291264987546828,0.24992171420942022,0.40148717414586166,0.21997295112729956,0
0.7258204701356971,0.7433685914767224,0.5061406973851463,0.5216828744236152,0.7518191989805305,0.14868315110641464,0.4672000801711877,0.6586776618152993,0.24242808603064947,0
0.610517269081908,0.5777176161903592,0.23770142036752007,0.2702882487919231,0.4951551092753031,0.49479170920067156,0.4097205186491912,0.46976167752840875,0.5850489241808609,0
0.7952648150429205,0.6661555748951733,0.44800752974454816,0.6549288142398377,0.7813002665972877,0.6566081560463255,0.634014287257528,0.5492804311365176,0.5789311209945487,0
0.5179263433444007,0.4375180358457159,0.5720664144953842,0.5248604503151699,0.5613839527180129,0.4055725976115947,0.5396448084731833,0.6078772046558054,0.43853360743325953,0
0.5004410861313858,0.40485555384393296,0.3277659806999754,0.1887475135683881,0.4355985872976041,0.26479831643834967,0.5534606477203934,0.6144682892568989,0.3956106436567187,0
0.44434723458319775,0.5161086327625878,0.7254039338474811,0.7019968257698173,0.6689408788512972,0.5711627249126343,0.3765022635989656,0.5760949880377492,0.5800781264343996,0
0.6501405220146886,0.83874275714167,0.4223133773188088,0.46984135713709674,0.7651337254560616,0.5008944050008216,0.4509804931215617,0.5447818573908383,0.6053147668881703,0
0.5186822116234604,0.6189730264243744,0.45060353187116536,0.25918242384987866,0.5873194368584174,0.48628545794756367,0.415579710039314,0.46975273814562096,0.22009008680846076,0
0.46706934342308726,0.44775474168800616,0.5452137924785716,0.38069607018230306,0.5168040404838902,0.5837197817671337,0.6322578582803497,0.5931687167216058,0.45586042903338775,0
0.3755892084801934,0.3457019086826077,0.30169727120085205,0.7384020326391553,0.5663093399846552,0.4916496034061622,0.36507793270844835,0.4189364245503096,0.66897018797096,0
0.45648325354748137,0.560696248701238,0.3720599058175007,0.6203123667119744,0.552782416142575,0.3836540406987264,0.5119583089268469,0.6174751814329751,0.7435227018570267,0
0.233622261193618,0.5946299319793971,0.5893744715022665,0.6297882816375062,0.7243886615417425,0.43530211706747657,0.4678534072736097,0.18806985347221322,0.5420283961985702,0
0.5049155237654255,0.600925974183859,0.2648368988525782,0.3922765082297137,0.5946540042827428,0.25464151281207964,0.23068754844090306,0.5454800808980432,0.7213164241491071,0
0.7410267728282144,0.26068037469171207,0.39178990342369835,0.5769052002556307,0.5076475940878047,0.3831037349063334,0.43096041453965844,0.49519135580171014,0.715062500435585,0
0.5218114830654309,0.6951029182603337,0.573904447264284,0.4648109333792525,0.7333887606662999,0.38128494207645824,0.3243000046099901,0.3111363276227234,0.33909013486928924,0
0.3549332130298954,0.5354481802906303,0.34360660089976547,0.39790309498623133,0.5534642741249527,0.4352341547801786,0.3533917778915272,0.3522800736922828,0.48606758898453445,0
0.24789475344500203,0.5056451488063378,0.43496737245456357,0.353391070853384,0.4461530820738886,0.4626242034571412,0.2754927068648921,0.5632989188360067,0.3992970140727506,0
0.6563578041135707,0.5601295459600708,0.4337505012374547,0.40215487391601795,0.5655119449187728,0.35390450240293414,0.575327050739216,0.18892511964706965,0.569702258441642,0
0.37062560005786593,0.5462716563461021,0.2908775902041732,0.5626181003955235,0.533121664065349,0.24197049976253437,0.3217079126109956,0.4418158122058845,0.5916687868242441,0
0.5023250693708025,0.7086090735468965,0.5066859194942245,0.4620908437843688,0.729980915307417,0.2363740450875213,0.35849835033924526,0.49869643193946833,0.7398962827488226,0
0.7038076848858932,0.5757019539483565,0.17186009621635856,0.46790362967139765,0.591853390218604,0.2384761214072534,0.8754729759854308,0.5480417084514935,0.6423922211710477,0
0.48839097559892436,0.6009729995812062,0.182564680927296,0.2617418670463891,0.53008622538656,0.3435865798564025,0.4468684251337189,0.6828265153181241,0.34604506227037035,0
0.7591553207158996,0.4666196396647336,0.27485173541252766,0.35615769361715455,0.5066393783155295,0.2214665737092865,0.3180942103825247,0.6055619707735365,0.5054316093756593,0
0.6193325655471472,0.5659723393701103,0.3777130062254673,0.3002889727180123,0.536552441175429,0.36811607553669756,0.46633853851499185,0.340953391903443,0.43136648288008667,0
0.5505269431786481,0.19645947374155678,0.20817305699945227,0.32561363855232744,0.33576857194408327,0.7315273666813841,0.2987639131699669,0.4982297041988712,0.19771936159753645,0
0.46650852042582985,0.3615263353527645,0.3480796875027273,0.3042055388426512,0.45181348616407613,0.6241453232058716,0.3524056777483382,0.5471215286681568,0.4543517681624885,0
0.6476454812127405,0.6086640025396763,0.2065183739021144,0.4976022176582136,0.5986749261946378,0.5910379710935983,0.6480228254903383,0.3383890245251596,0.46474696708499275,0
0.7502809855437116,0.49817826858149966,0.38211813968541897,0.4771921854271458,0.600488573865184,0.4620737571585315,0.5757650780025317,0.22244300548608406,0.4984760532882778,0
0.6021642367641196,0.7072944829373211,0.5066736273720118,0.5872411170471195,0.7176912816932653,0.5069557102877158,0.15384293727863918,0.2643681228900496,0.4937024119540934,0
0.34648135280504583,0.5292768018851686,0.42734366114874733,0.49754848252371964,0.5564658705817396,0.3692265657669234,0.24334376980087039,0.7871081341236842,0.596795637745322,0
0.2670959557863002,0.6890204350242096,0.5665861418083166,0.47749719409209423,0.6231260062392576,0.1229409121607578,0.30048832023970296,0.47794683112082736,0.48622437460128654,0
0.44754795052096025,0.6134941556520433,0.3675515419717179,0.3395232750761185,0.5642990088034243,0.3039902628445822,0.46592662830708953,0.0809085769958007,0.49036124235741324,0
0.35074311019988413,0.7081624438211634,0.6151751554447766,0.6469258456488659,0.6971935820959514,0.8484428759719215,0.4496034725118754,0.588659057775818,0.7248440103278384,0
0.5107316018716114,0.4907550308514199,0.43875433774749895,0.37884855832090314,0.6257105059337161,0.5429592524171879,0.6082110581944421,0.36748306899621275,0.4333940846435321,0
0.5033921003801657,0.502609233164315,0.1143432977789419,0.2055333150448108,0.4221197837996504,0.4103810348501183,0.3063536328596034,0.7057377634261106,0.4826585541623626,0
0.3976957958453604,0.25515289853006007,0.5857925722434568,0.4822401158698589,0.47745319094245703,0.548751834751289,0.27419280576747357,0.3428261503709871,0.5367033415915946,0
0.4349082353881471,0.3094130012080336,0.34075509683879107,0.4858153829266825,0.48612606810957787,0.6435005404786068,0.4790482081505504,0.4272984353211026,0.7682907091757782,0
0.2386673626325899,0.4123658777689741,0.40430192002698745,0.46274271103890047,0.44746913446260217,0.19168935814788096,0.30283068319665285,0.6175019158030112,0.45842033659992304,0
0.25376665055033687,0.4305487596000258,0.6701574999209776,0.45106008347417287,0.561581845731657,0.4820232120242002,0.49854537541156396,0.36388736102376923,0.43864182871185114,0
0.45216956382827095,0.47887751057568745,0.4299106598118283,0.3720186697354115,0.5277938223409147,0.5001815549111592,0.5661978658339321,0.42584854321017956,0.16718997925302512,0
0.5147435262135742,0.6301852637002926,0.5622882981365258,0.7220589113427853,0.70430792808698,0.40653318978821307,0.2738273314038842,0.5279035696221703,0.40802284334650024,0
0.5214366252650611,0.583646445081973,0.16459948962818383,0.4358381023645988,0.5182863097274204,0.5483300888149847,0.3761943958953686,0.6283837097056477,0.4603640602129666,0
0.417445646861241,0.7836825961473709,0.4797601637974164,0.5332020784572883,0.723394845513874,0.5664060583746119,0.4054061028263861,0.6401912424435894,0.3061938723732449,0
0.447838784252138,0.3201195578896395,0.4185024477082478,0.31840787760229206,0.3917512048877547,0.6738537950535791,0.30773430363964965,0.7489807580241021,0.5433804052446412,0
